id,at,actor,action,entity,entity_id,before,after
64,2026-07-30 03:04:02.481999+00,admin,rate_card.replace,rate_card,BND_001,"[{""price"": 13, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 13, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]"
71,2026-07-30 03:04:03.145352+00,admin,rate_card.replace,rate_card,CAT_002,"[{""price"": 18, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 18, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 18, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 18, ""job_type"": ""Exchange""}, {""price"": 26, ""job_type"": ""Load""}]"
78,2026-07-30 03:04:04.04969+00,admin,rate_card.replace,rate_card,CLE_001,"[{""price"": 13, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 13, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]"
83,2026-07-30 03:04:04.585677+00,admin,rate_card.replace,rate_card,DYN_001,"[{""price"": 13, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 13, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]"
88,2026-07-30 03:04:05.025653+00,admin,rate_card.replace,rate_card,ENGI_004,"[{""price"": 23, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 23, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 23, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 23, ""job_type"": ""Exchange""}, {""price"": 31, ""job_type"": ""Load""}]"
95,2026-07-30 03:04:05.707587+00,admin,rate_card.replace,rate_card,ENGI_011,"[{""price"": 23, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 23, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 23, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 23, ""job_type"": ""Exchange""}, {""price"": 31, ""job_type"": ""Load""}]"
102,2026-07-30 03:04:06.338178+00,admin,rate_card.replace,rate_card,ENGI_018,"[{""price"": 23, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 23, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 23, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 23, ""job_type"": ""Exchange""}, {""price"": 31, ""job_type"": ""Load""}]"
109,2026-07-30 03:04:06.949237+00,admin,rate_card.replace,rate_card,ENGL_007,"[{""price"": 13, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 13, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]"
116,2026-07-30 03:04:07.932098+00,admin,rate_card.replace,rate_card,EUR_002,"[{""price"": 13, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 13, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]"
123,2026-07-30 03:04:08.525522+00,admin,rate_card.replace,rate_card,GSE_002,"[{""price"": 23, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 23, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 23, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 23, ""job_type"": ""Exchange""}, {""price"": 31, ""job_type"": ""Load""}]"
130,2026-07-30 03:04:09.118156+00,admin,rate_card.replace,rate_card,GYM_001,"[{""price"": 18, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 18, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 18, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 18, ""job_type"": ""Exchange""}, {""price"": 26, ""job_type"": ""Load""}]"
137,2026-07-30 03:04:09.718934+00,admin,rate_card.replace,rate_card,HON_001,"[{""price"": 13, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 13, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]"
269,2026-08-05 05:20:21.19738+00,claude-verify,factors.basis_corrected,factors,5,"{""value"": 0.900000, ""source_ref"": ""UNSOURCED - no SEFR equivalent exists""}","{""note"": ""Grid verified against EMA SES; avoided factors rebased onto avoided-incineration.""}"
419,2026-08-15 07:20:10.153192+00,admin,adjustment.add,collections,26079,"{""net_kg"": ""810""}","{""net_kg"": ""1810"", ""reason"": ""Weight adjustment +1000 kg (chit model: net = gross + adj - tare)""}"
135,2026-07-30 03:04:09.555973+00,admin,rate_card.replace,rate_card,HEP_002,"[{""price"": 23, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 23, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 23, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 23, ""job_type"": ""Exchange""}, {""price"": 31, ""job_type"": ""Load""}]"
142,2026-07-30 03:04:10.151012+00,admin,rate_card.replace,rate_card,HYD_001,"[{""price"": 13, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 13, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]"
149,2026-07-30 03:04:10.793636+00,admin,rate_card.replace,rate_card,LEN_001,"[{""price"": 13, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 13, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]"
154,2026-07-30 03:04:11.516199+00,admin,rate_card.replace,rate_card,NEA_001,"[{""price"": 13, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 13, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]"
162,2026-07-30 03:04:12.487277+00,admin,rate_card.replace,rate_card,RAD_001,"[{""price"": 13, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-29""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-29""}, {""price"": 13, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-29""}]","[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]"
169,2026-07-30 03:04:13.309123+00,admin,rate_card.replace,rate_card,SAV_002,"[{""price"": 13, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 13, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]"
176,2026-07-30 03:04:14.093622+00,admin,rate_card.replace,rate_card,SAVI_005,"[{""price"": 13, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 13, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]"
183,2026-07-30 03:04:14.865626+00,admin,rate_card.replace,rate_card,SIND_002,"[{""price"": 18, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 18, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 18, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 18, ""job_type"": ""Exchange""}, {""price"": 26, ""job_type"": ""Load""}]"
190,2026-07-30 03:04:15.621631+00,admin,rate_card.replace,rate_card,SPR_003,"[{""price"": 23, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 23, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 23, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 23, ""job_type"": ""Exchange""}, {""price"": 31, ""job_type"": ""Load""}]"
1240,2026-09-01 16:24:11.926508+00,admin,joborder.import,job_orders,batch of 300,,"{""last"": {""ok"": true, ""order_no"": ""IMP-20260511-020""}, ""first"": {""ok"": true, ""order_no"": ""IMP-20260428-006""}, ""failed"": 180, ""imported"": 120}"
1246,2026-09-01 16:24:47.345022+00,admin,joborder.import,job_orders,batch of 42,,"{""last"": {""ok"": true, ""order_no"": ""IMP-20260630-030""}, ""first"": {""ok"": true, ""order_no"": ""IMP-20260629-028""}, ""failed"": 0, ""imported"": 42}"
1252,2026-09-01 16:25:31.588044+00,admin,joborder.import,job_orders,batch of 250,,"{""last"": {""ok"": true, ""order_no"": ""IMP-20260522-020""}, ""first"": {""error"": ""insert or update on table \""job_orders\"" violates foreign key constraint \""job_orders_bin_out_id_fkey\"""", ""order_no"": ""IMP-20260511-021""}, ""failed"": 145, ""imported"": 105}"
1255,2026-09-01 16:25:52.77204+00,admin,joborder.import,job_orders,batch of 250,,"{""last"": {""ok"": true, ""order_no"": ""IMP-20260622-007""}, ""first"": {""ok"": true, ""order_no"": ""IMP-20260613-016""}, ""failed"": 0, ""imported"": 250}"
1257,2026-09-01 16:26:12.419271+00,admin,joborder.import,job_orders,batch of 250,,"{""last"": {""ok"": true, ""order_no"": ""IMP-20260312-014""}, ""first"": {""ok"": true, ""order_no"": ""IMP-20260301-001""}, ""failed"": 0, ""imported"": 250}"
1263,2026-09-01 16:26:59.659738+00,admin,joborder.import,job_orders,batch of 250,,"{""last"": {""ok"": true, ""order_no"": ""IMP-20260522-020""}, ""first"": {""ok"": true, ""order_no"": ""IMP-20260511-021""}, ""failed"": 0, ""imported"": 250}"
1296,2026-09-03 02:54:48.410154+00,admin,joborder.add,job_orders,JO-20260903-008,,"{""seq"": 1, ""do_no"": null, ""notes"": ""Early morning · wood to Kim Hock"", ""price"": null, ""job_no"": null, ""locked"": false, ""status"": ""assigned"", ""bin_qty"": 1, ""dump_to"": ""Kim Hock"", ""site_id"": ""LIR_001"", ""bin_type"": ""7ft"", ""category"": ""adhoc"", ""job_type"": ""Dump"", ""order_no"": ""JO-20260903-008"", ""priority"": ""normal"", ""bin_in_id"": null, ""client_id"": ""LIR"", ""driver_id"": ""KARTHIK"", ""site_text"": null, ""window_to"": null, ""bin_out_id"": null, ""created_at"": ""2026-09-03T02:54:48.30413+00:00"", ""created_by"": ""admin"", ""updated_at"": ""2026-09-03T02:54:48.30413+00:00"", ""updated_by"": ""admin"", ""vehicle_id"": null, ""waste_type"": null, ""received_at"": ""2026-09-03T02:54:48.30413+00:00"", ""received_by"": ""admin"", ""rotation_id"": null, ""timing_note"": null, ""window_from"": null, ""contact_name"": null, ""dump_site_id"": null, ""received_via"": ""whatsapp"", ""service_date"": ""2026-09-03"", ""auto_assigned"": false, ""contact_phone"": null, ""source_rule_id"": null, ""reassign_reason"": null, ""cancelled_reason"": null}"
1533,2026-09-08 02:11:45.728762+00,admin,collection.set_dispose,collections,8434,"{""dispose_to"": null}","{""dispose_to"": ""Yi Hui""}"
140,2026-07-30 03:04:09.982038+00,admin,rate_card.replace,rate_card,HUA_001,"[{""price"": 23, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 23, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 23, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 23, ""job_type"": ""Exchange""}, {""price"": 31, ""job_type"": ""Load""}]"
147,2026-07-30 03:04:10.624302+00,admin,rate_card.replace,rate_card,LAU_001,"[{""price"": 13, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 13, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]"
163,2026-07-30 03:04:12.608981+00,admin,rate_card.replace,rate_card,RAD_002,"[{""price"": 13, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 13, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]"
170,2026-07-30 03:04:13.413529+00,admin,rate_card.replace,rate_card,SAV_003,"[{""price"": 13, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 13, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]"
177,2026-07-30 03:04:14.21088+00,admin,rate_card.replace,rate_card,SEA_001,"[{""price"": 23, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 23, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 23, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 23, ""job_type"": ""Exchange""}, {""price"": 31, ""job_type"": ""Load""}]"
184,2026-07-30 03:04:14.968112+00,admin,rate_card.replace,rate_card,SINH_001,"[{""price"": 23, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 23, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 23, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 23, ""job_type"": ""Exchange""}, {""price"": 31, ""job_type"": ""Load""}]"
191,2026-07-30 03:04:15.738391+00,admin,rate_card.replace,rate_card,STA_001,"[{""price"": 23, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 23, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 23, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 23, ""job_type"": ""Exchange""}, {""price"": 31, ""job_type"": ""Load""}]"
196,2026-07-30 03:04:16.742049+00,admin,rate_card.replace,rate_card,STS_005,"[{""price"": 18, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 18, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 18, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 18, ""job_type"": ""Exchange""}, {""price"": 26, ""job_type"": ""Load""}]"
1241,2026-09-01 16:24:20.382865+00,admin,joborder.import,job_orders,batch of 300,,"{""last"": {""ok"": true, ""order_no"": ""IMP-20260526-005""}, ""first"": {""error"": ""insert or update on table \""job_orders\"" violates foreign key constraint \""job_orders_bin_out_id_fkey\"""", ""order_no"": ""IMP-20260511-021""}, ""failed"": 145, ""imported"": 155}"
1243,2026-09-01 16:24:37.714955+00,admin,joborder.import,job_orders,batch of 300,,"{""last"": {""ok"": true, ""order_no"": ""IMP-20260618-017""}, ""first"": {""ok"": true, ""order_no"": ""IMP-20260608-026""}, ""failed"": 0, ""imported"": 300}"
1248,2026-09-01 16:25:00.856293+00,admin,joborder.import,job_orders,batch of 250,,"{""last"": {""error"": ""insert or update on table \""job_orders\"" violates foreign key constraint \""job_orders_bin_out_id_fkey\"""", ""order_no"": ""IMP-20260407-003""}, ""first"": {""ok"": true, ""order_no"": ""IMP-20260325-007""}, ""failed"": 199, ""imported"": 51}"
1254,2026-09-01 16:25:46.067097+00,admin,joborder.import,job_orders,batch of 250,,"{""last"": {""ok"": true, ""order_no"": ""IMP-20260613-015""}, ""first"": {""ok"": true, ""order_no"": ""IMP-20260604-027""}, ""failed"": 0, ""imported"": 250}"
1259,2026-09-01 16:26:25.74502+00,admin,joborder.import,job_orders,batch of 250,,"{""last"": {""ok"": true, ""order_no"": ""IMP-20260407-003""}, ""first"": {""ok"": true, ""order_no"": ""IMP-20260325-007""}, ""failed"": 0, ""imported"": 250}"
1297,2026-09-03 02:54:50.04405+00,admin,joborder.add,job_orders,JO-20260903-009,,"{""seq"": 1, ""do_no"": null, ""notes"": ""Send bin to Level 7"", ""price"": null, ""job_no"": null, ""locked"": false, ""status"": ""assigned"", ""bin_qty"": 1, ""dump_to"": null, ""site_id"": ""RAD_003"", ""bin_type"": ""7ft"", ""category"": ""adhoc"", ""job_type"": ""Delivery"", ""order_no"": ""JO-20260903-009"", ""priority"": ""normal"", ""bin_in_id"": null, ""client_id"": ""RAD"", ""driver_id"": ""KARTHIK"", ""site_text"": null, ""window_to"": null, ""bin_out_id"": null, ""created_at"": ""2026-09-03T02:54:50.008613+00:00"", ""created_by"": ""admin"", ""updated_at"": ""2026-09-03T02:54:50.008613+00:00"", ""updated_by"": ""admin"", ""vehicle_id"": null, ""waste_type"": null, ""received_at"": ""2026-09-03T02:54:50.008613+00:00"", ""received_by"": ""admin"", ""rotation_id"": null, ""timing_note"": null, ""window_from"": null, ""contact_name"": null, ""dump_site_id"": null, ""received_via"": ""whatsapp"", ""service_date"": ""2026-09-03"", ""auto_assigned"": false, ""contact_phone"": null, ""source_rule_id"": null, ""reassign_reason"": null, ""cancelled_reason"": null}"
1346,2026-09-03 17:20:10.096703+00,claude-audit,sites.site_name_correction,sites,STE_002,"{""site_name"": ""ST Engineering Marine Ltd.""}","{""reason"": ""site_name held the CUSTOMER name, not the yard; address is 55 Gul Road and every historical record calls it Gul Yard. It is STE largest site (568 rows, 2399.80 t) and appeared on the client-facing tonnage-by-site chart labelled with the client own company name."", ""site_name"": ""Gul Yard""}"
1428,2026-09-07 00:04:56.710355+00,admin,weighbridge.import,weighbridge_tickets,batch of 500,,"{""failed"": 0, ""source"": ""Weighbridge_Export_2022-09_to_2026-12_native.xls"", ""inserted"": 500, ""skipped_existing"": 0}"
1553,2026-09-08 02:28:45.328214+00,admin,collection.set_dispose,collections,24854,"{""dispose_to"": null}","{""dispose_to"": ""Lirich Yard""}"
141,2026-07-30 03:04:10.069878+00,admin,rate_card.replace,rate_card,HUN_001,"[{""price"": 23, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 23, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 23, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 23, ""job_type"": ""Exchange""}, {""price"": 31, ""job_type"": ""Load""}]"
148,2026-07-30 03:04:10.712267+00,admin,rate_card.replace,rate_card,LCH_001,"[{""price"": 13, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 13, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]"
156,2026-07-30 03:04:11.762978+00,admin,rate_card.replace,rate_card,POH_001,"[{""price"": 13, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 13, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]"
161,2026-07-30 03:04:12.363182+00,admin,rate_card.replace,rate_card,QUA_001,"[{""price"": 13, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 13, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]"
168,2026-07-30 03:04:13.173593+00,admin,rate_card.replace,rate_card,SAV_001,"[{""price"": 13, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 13, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]"
175,2026-07-30 03:04:13.9828+00,admin,rate_card.replace,rate_card,SAVI_004,"[{""price"": 13, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 13, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]"
182,2026-07-30 03:04:14.756682+00,admin,rate_card.replace,rate_card,SIND_001,"[{""price"": 13, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 13, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]"
189,2026-07-30 03:04:15.508377+00,admin,rate_card.replace,rate_card,SPR_002,"[{""price"": 13, ""job_type"": ""Collect"", ""valid_from"": ""2026-07-23""}, {""price"": 8, ""job_type"": ""Delivery"", ""valid_from"": ""2026-07-23""}, {""price"": 13, ""job_type"": ""Exchange"", ""valid_from"": ""2026-07-23""}]","[{""price"": 13, ""job_type"": ""Collect""}, {""price"": 8, ""job_type"": ""Delivery""}, {""price"": 13, ""job_type"": ""Exchange""}, {""price"": 21, ""job_type"": ""Load""}]"
1242,2026-09-01 16:24:29.309435+00,admin,joborder.import,job_orders,batch of 300,,"{""last"": {""ok"": true, ""order_no"": ""IMP-20260608-025""}, ""first"": {""ok"": true, ""order_no"": ""IMP-20260526-006""}, ""failed"": 0, ""imported"": 300}"
1244,2026-09-01 16:24:45.682813+00,admin,joborder.import,job_orders,batch of 300,,"{""last"": {""ok"": true, ""order_no"": ""IMP-20260629-027""}, ""first"": {""ok"": true, ""order_no"": ""IMP-20260618-018""}, ""failed"": 0, ""imported"": 300}"
1251,2026-09-01 16:25:24.318559+00,admin,joborder.import,job_orders,batch of 250,,"{""last"": {""ok"": true, ""order_no"": ""IMP-20260511-020""}, ""first"": {""ok"": true, ""order_no"": ""IMP-20260429-024""}, ""failed"": 150, ""imported"": 100}"
1256,2026-09-01 16:26:02.426816+00,admin,joborder.import,job_orders,batch of 242,,"{""last"": {""ok"": true, ""order_no"": ""IMP-20260630-030""}, ""first"": {""ok"": true, ""order_no"": ""IMP-20260622-008""}, ""failed"": 0, ""imported"": 242}"
